timestep,location,flow,occupy,speed
17157,4,0,1,1
17157,5,0,1,1
17157,6,0,1,1
17157,7,6,1,1
17157,8,2,1,1
17157,9,1,1,1
17157,10,0,1,1
17157,11,42,1,1
17157,12,19,1,1
17157,13,0,1,1
17157,14,0,1,1
17157,15,9,1,1
17157,16,27,1,1
17157,17,24,1,1
17157,18,6,1,1
17157,19,17,1,1
17157,20,1,1,1
17458,2,0,1,1
17458,3,14,1,1
17458,4,0,1,1
17458,5,0,1,1
17458,6,1,1,1
17458,7,5,1,1
17458,8,7,1,1
17458,9,4,1,1
17458,10,0,1,1
17458,11,27,1,1
17458,12,14,1,1
17458,13,0,1,1
17458,14,0,1,1
17458,15,16,1,1
17458,16,36,1,1
17458,17,26,1,1
17458,18,3,1,1
17458,19,12,1,1
17458,20,4,1,1
17759,2,0,1,1
17759,3,0,1,1
17759,4,0,1,1
17759,5,0,1,1
17759,6,2,1,1
17759,7,10,1,1
17759,8,3,1,1
17759,9,0,1,1
17759,10,0,1,1
17759,11,23,1,1
17759,12,0,1,1
17759,13,0,1,1
17759,14,0,1,1
17759,15,15,1,1
17759,16,36,1,1
17759,17,29,1,1
17759,18,7,1,1
17759,19,15,1,1
17759,20,0,1,1
18060,2,0,1,1
18060,3,0,1,1
18060,4,0,1,1
18060,5,0,1,1
18060,6,1,1,1
18060,7,5,1,1
18060,8,3,1,1
18060,9,2,1,1
18060,10,0,1,1
18060,11,25,1,1
18060,12,0,1,1
18060,13,0,1,1
18060,14,0,1,1
18060,15,8,1,1
18060,16,33,1,1
18060,17,22,1,1
18060,18,6,1,1
18060,19,17,1,1
18060,20,2,1,1
18361,2,0,1,1
18361,3,0,1,1
18361,4,0,1,1
18361,5,0,1,1
18361,6,3,1,1
18361,7,4,1,1
18361,8,6,1,1
18361,9,3,1,1
18361,10,0,1,1
18361,11,12,1,1
18361,12,0,1,1
18361,13,0,1,1
18361,14,0,1,1
18361,15,15,1,1
18361,16,28,1,1
18361,17,24,1,1
18361,18,3,1,1
18361,19,9,1,1
18361,20,2,1,1
18662,2,0,1,1
18662,3,0,1,1
18662,4,0,1,1
18662,5,0,1,1
18662,6,2,1,1
18662,7,11,1,1
18662,8,4,1,1
18662,9,2,1,1
18662,10,0,1,1
18662,11,27,1,1
18662,12,0,1,1
18662,13,0,1,1
18662,14,0,1,1
18662,15,17,1,1
18662,16,43,1,1
18662,17,31,1,1
18662,18,4,1,1
18662,19,14,1,1
18662,20,2,1,1
18963,2,0,1,1
18963,3,0,1,1
18963,4,0,1,1
18963,5,0,1,1
18963,6,2,1,1
18963,7,5,1,1
18963,8,3,1,1
18963,9,1,1,1
18963,10,0,1,1
18963,11,29,1,1
18963,12,0,1,1
18963,13,0,1,1
18963,14,0,1,1
18963,15,6,1,1
18963,16,28,1,1
18963,17,21,1,1
18963,18,1,1,1
18963,19,15,1,1
18963,20,0,1,1
19264,2,0,1,1
19264,3,0,1,1
19264,4,0,1,1
19264,5,0,1,1
19264,6,2,1,1
19264,7,9,1,1
19264,8,4,1,1
19264,9,0,1,1
19264,10,0,1,1
19264,11,16,1,1
19264,12,0,1,1
19264,13,0,1,1
19264,14,0,1,1
19264,15,12,1,1
19264,16,26,1,1
19264,17,23,1,1
19264,18,1,1,1
19264,19,9,1,1
19264,20,0,1,1
19565,2,0,1,1
19565,3,0,1,1
19565,4,0,1,1
19565,5,0,1,1
19565,6,2,1,1
19565,7,7,1,1
19565,8,8,1,1
19565,9,2,1,1
19565,10,0,1,1
19565,11,22,1,1
19565,12,0,1,1
19565,13,0,1,1
19565,14,0,1,1
19565,15,14,1,1
19565,16,40,1,1
19565,17,28,1,1
19565,18,3,1,1
19565,19,9,1,1
19565,20,0,1,1
19866,2,0,1,1
19866,3,0,1,1
19866,4,0,1,1
19866,5,0,1,1
19866,6,2,1,1
19866,7,11,1,1
19866,8,2,1,1
19866,9,1,1,1
19866,10,0,1,1
19866,11,25,1,1
19866,12,0,1,1
19866,13,0,1,1
19866,14,0,1,1
19866,15,8,1,1
19866,16,34,1,1
19866,17,21,1,1
19866,18,5,1,1
19866,19,17,1,1
19866,20,1,1,1
20167,2,0,1,1
20167,3,0,1,1
20167,4,0,1,1
20167,5,0,1,1
20167,6,1,1,1
20167,7,6,1,1
20167,8,4,1,1
20167,9,2,1,1
20167,10,0,1,1
20167,11,17,1,1
20167,12,0,1,1
20167,13,0,1,1
20167,14,0,1,1
20167,15,15,1,1
20167,16,31,1,1
20167,17,24,1,1
20167,18,2,1,1
20167,19,12,1,1
20167,20,1,1,1
20468,2,0,1,1
20468,3,0,1,1
20468,4,0,1,1
20468,5,0,1,1
20468,6,0,1,1
20468,7,2,1,1
20468,8,5,1,1
20468,9,1,1,1
20468,10,0,1,1
20468,11,23,1,1
20468,12,0,1,1
20468,13,0,1,1
20468,14,0,1,1
20468,15,15,1,1
20468,16,36,1,1
20468,17,31,1,1
20468,18,4,1,1
20468,19,11,1,1
20468,20,1,1,1
20769,2,0,1,1
20769,3,0,1,1
20769,4,0,1,1
20769,5,0,1,1
20769,6,1,1,1
20769,7,4,1,1
20769,8,5,1,1
20769,9,4,1,1
20769,10,0,1,1
20769,11,26,1,1
20769,12,0,1,1
20769,13,0,1,1
20769,14,0,1,1
20769,15,6,1,1
20769,16,34,1,1
20769,17,20,1,1
20769,18,3,1,1
20769,19,16,1,1
20769,20,1,1,1
21070,2,0,1,1
21070,3,0,1,1
21070,4,0,1,1
21070,5,0,1,1
21070,6,1,1,1
21070,7,8,1,1
21070,8,4,1,1
21070,9,3,1,1
21070,10,0,1,1
21070,11,21,1,1
21070,12,0,1,1
21070,13,0,1,1
21070,14,0,1,1
21070,15,15,1,1
21070,16,28,1,1
21070,17,28,1,1
21070,18,5,1,1
21070,19,15,1,1
21070,20,2,1,1
21371,2,0,1,1
21371,3,0,1,1
21371,4,0,1,1
21371,5,0,1,1
21371,6,1,1,1
21371,7,11,1,1
21371,8,10,1,1
21371,9,6,1,1
21371,10,0,1,1
21371,11,18,1,1
21371,12,0,1,1
21371,13,0,1,1
21371,14,0,1,1
21371,15,20,1,1
21371,16,41,1,1
21371,17,31,1,1
21371,18,5,1,1
21371,19,11,1,1
21371,20,3,1,1
21672,2,0,1,1
21672,3,0,1,1
21672,4,0,1,1
21672,5,0,1,1
21672,6,2,1,1
21672,7,1,1,1
21672,8,2,1,1
21672,9,2,1,1
21672,10,0,1,1
21672,11,27,1,1
21672,12,0,1,1
21672,13,0,1,1
21672,14,0,1,1
21672,15,6,1,1
21672,16,31,1,1
21672,17,21,1,1
21672,18,4,1,1
21672,19,15,1,1
21672,20,2,1,1
21973,2,0,1,1
21973,3,0,1,1
21973,4,0,1,1
21973,5,0,1,1
21973,6,2,1,1
21973,7,8,1,1
21973,8,11,1,1
21973,9,6,1,1
21973,10,0,1,1
21973,11,24,1,1
21973,12,0,1,1
21973,13,0,1,1
21973,14,0,1,1
21973,15,15,1,1
21973,16,32,1,1
21973,17,33,1,1
21973,18,6,1,1
21973,19,15,1,1
21973,20,2,1,1
22274,2,0,1,1
22274,3,0,1,1
22274,4,0,1,1
22274,5,0,1,1
22274,6,2,1,1
22274,7,17,1,1
22274,8,13,1,1
22274,9,10,1,1
22274,10,0,1,1
22274,11,17,1,1
22274,12,0,1,1
22274,13,0,1,1
22274,14,0,1,1
22274,15,15,1,1
22274,16,40,1,1
22274,17,26,1,1
22274,18,3,1,1
22274,19,7,1,1
22274,20,1,1,1
22575,2,0,1,1
22575,3,0,1,1
22575,4,0,1,1
22575,5,0,1,1
22575,6,1,1,1
22575,7,5,1,1
22575,8,2,1,1
22575,9,2,1,1
22575,10,0,1,1
22575,11,27,1,1
22575,12,0,1,1
22575,13,0,1,1
22575,14,0,1,1
22575,15,7,1,1
22575,16,24,1,1
22575,17,21,1,1
22575,18,3,1,1
22575,19,17,1,1
22575,20,2,1,1
22876,2,0,1,1
22876,3,0,1,1
22876,4,0,1,1
22876,5,0,1,1
22876,6,3,1,1
22876,7,4,1,1
22876,8,11,1,1
22876,9,6,1,1
22876,10,0,1,1
22876,11,25,1,1
22876,12,0,1,1
22876,13,0,1,1
22876,14,0,1,1
22876,15,15,1,1
22876,16,37,1,1
22876,17,30,1,1
22876,18,5,1,1
22876,19,16,1,1
22876,20,2,1,1
23177,2,0,1,1
23177,3,0,1,1
23177,4,0,1,1
23177,5,0,1,1
23177,6,0,1,1
23177,7,15,1,1
23177,8,6,1,1
23177,9,2,1,1
23177,10,0,1,1
23177,11,14,1,1
23177,12,0,1,1
23177,13,0,1,1
23177,14,0,1,1
23177,15,17,1,1
23177,16,43,1,1
23177,17,27,1,1
23177,18,3,1,1
23177,19,8,1,1
23177,20,1,1,1
23478,2,0,1,1
23478,3,0,1,1
23478,4,0,1,1
23478,5,0,1,1
23478,6,0,1,1
23478,7,3,1,1
23478,8,2,1,1
23478,9,2,1,1
23478,10,0,1,1
23478,11,27,1,1
23478,12,0,1,1
23478,13,0,1,1
23478,14,0,1,1
23478,15,7,1,1
23478,16,29,1,1
23478,17,23,1,1
23478,18,6,1,1
23478,19,0,1,1
23478,20,2,1,1
23779,2,0,1,1
23779,3,0,1,1
23779,4,0,1,1
23779,5,0,1,1
23779,6,0,1,1
23779,7,8,1,1
23779,8,7,1,1
23779,9,3,1,1
23779,10,0,1,1
23779,11,27,1,1
23779,12,0,1,1
23779,13,0,1,1
23779,14,0,1,1
23779,15,14,1,1
23779,16,31,1,1
23779,17,31,1,1
23779,18,4,1,1
23779,19,0,1,1
23779,20,2,1,1
24080,2,0,1,1
24080,3,0,1,1
24080,4,0,1,1
24080,5,0,1,1
24080,6,0,1,1
24080,7,9,1,1
24080,8,7,1,1
24080,9,2,1,1
24080,10,0,1,1
24080,11,15,1,1
24080,12,0,1,1
24080,13,0,1,1
24080,14,0,1,1
24080,15,14,1,1
24080,16,38,1,1
24080,17,25,1,1
24080,18,0,1,1
24080,19,0,1,1
24080,20,1,1,1
24381,2,0,1,1
24381,3,0,1,1
24381,4,0,1,1
24381,5,0,1,1
24381,6,0,1,1
24381,7,5,1,1
24381,8,2,1,1
24381,9,2,1,1
24381,10,0,1,1
24381,11,27,1,1
24381,12,0,1,1
24381,13,0,1,1
24381,14,0,1,1
24381,15,8,1,1
24381,16,32,1,1
24381,17,21,1,1
24381,18,4,1,1
24381,19,0,1,1
24381,20,1,1,1
24682,2,0,1,1
24682,3,0,1,1
24682,4,0,1,1
24682,5,0,1,1
24682,6,0,1,1
24682,7,2,1,1
24682,8,9,1,1
24682,9,6,1,1
24682,10,0,1,1
24682,11,25,1,1
24682,12,0,1,1
24682,13,0,1,1
24682,14,0,1,1
24682,15,14,1,1
24682,16,28,1,1
24682,17,30,1,1
24682,18,5,1,1
24682,19,0,1,1
24682,20,3,1,1
24983,2,0,1,1
24983,3,0,1,1
24983,4,0,1,1
24983,5,0,1,1
24983,6,0,1,1
24983,7,12,1,1
24983,8,8,1,1
24983,9,5,1,1
24983,10,0,1,1
24983,11,11,1,1
24983,12,0,1,1
24983,13,0,1,1
24983,14,0,1,1
24983,15,14,1,1
24983,16,41,1,1
24983,17,22,1,1
24983,18,2,1,1
24983,19,0,1,1
24983,20,1,1,1
25284,2,0,1,1
25284,3,0,1,1
25284,4,0,1,1
25284,5,0,1,1
25284,6,1,1,1
25284,7,7,1,1
25284,8,2,1,1
25284,9,1,1,1
25284,10,0,1,1
25284,11,24,1,1
25284,12,0,1,1
25284,13,0,1,1
25284,14,0,1,1
25284,15,10,1,1
25284,16,32,1,1
25284,17,21,1,1
25284,18,6,1,1
25284,19,0,1,1
25284,20,1,1,1
25585,2,0,1,1
25585,3,0,1,1
25585,4,0,1,1
25585,5,0,1,1
25585,6,1,1,1
25585,7,8,1,1
25585,8,7,1,1
25585,9,3,1,1
25585,10,0,1,1
25585,11,26,1,1
25585,12,0,1,1
25585,13,0,1,1
25585,14,0,1,1
25585,15,12,1,1
25585,16,31,1,1
25585,17,32,1,1
25585,18,6,1,1
25585,19,0,1,1
25585,20,1,1,1
25886,2,0,1,1
25886,3,0,1,1
25886,4,0,1,1
25886,5,0,1,1
25886,6,0,1,1
25886,7,6,1,1
25886,8,4,1,1
25886,9,6,1,1
25886,10,0,1,1
25886,11,14,1,1
25886,12,0,1,1
25886,13,0,1,1
25886,14,0,1,1
25886,15,16,1,1
25886,16,39,1,1
25886,17,25,1,1
25886,18,2,1,1
25886,19,0,1,1
25886,20,6,1,1
26187,2,0,1,1
26187,3,0,1,1
26187,4,0,1,1
26187,5,0,1,1
26187,6,0,1,1
26187,7,1,1,1
26187,8,4,1,1
26187,9,1,1,1
26187,10,0,1,1
26187,11,25,1,1
26187,12,0,1,1
26187,13,0,1,1
26187,14,0,1,1
26187,15,9,1,1
26187,16,32,1,1
26187,17,22,1,1
26187,18,6,1,1
26187,19,0,1,1
26187,20,1,1,1
26488,2,0,1,1
26488,3,0,1,1
26488,4,0,1,1
26488,5,0,1,1
26488,6,0,1,1
26488,7,9,1,1
26488,8,7,1,1
26488,9,2,1,1
26488,10,0,1,1
26488,11,21,1,1
26488,12,0,1,1
26488,13,0,1,1
26488,14,0,1,1
26488,15,0,1,1
26488,16,25,1,1
26488,17,25,1,1
26488,18,4,1,1
26488,19,0,1,1
26488,20,0,1,1
26789,2,0,1,1
26789,3,0,1,1
26789,4,0,1,1
26789,5,0,1,1
26789,6,0,1,1
26789,7,5,1,1
26789,8,6,1,1
26789,9,0,1,1
26789,10,0,1,1
26789,11,9,1,1
26789,12,0,1,1
26789,13,0,1,1
26789,14,0,1,1
26789,15,0,1,1
26789,16,23,1,1
26789,17,19,1,1
26789,18,1,1,1
26789,19,0,1,1
26789,20,0,1,1
27090,2,0,1,1
27090,3,0,1,1
27090,4,0,1,1
27090,5,0,1,1
27090,6,0,1,1
27090,7,9,1,1
27090,8,2,1,1
27090,9,0,1,1
27090,10,0,1,1
27090,11,17,1,1
27090,12,0,1,1
27090,13,0,1,1
27090,14,0,1,1
27090,15,0,1,1
27090,16,22,1,1
27090,17,9,1,1
27090,18,1,1,1
27090,19,0,1,1
27090,20,0,1,1
27391,2,0,1,1
27391,3,0,1,1
27391,4,0,1,1
27391,5,0,1,1
27391,6,0,1,1
27391,7,3,1,1
27391,8,4,1,1
27391,9,0,1,1
27391,10,0,1,1
27391,11,15,1,1
27391,12,0,1,1
27391,13,0,1,1
27391,14,0,1,1
27391,15,0,1,1
27391,16,19,1,1
27391,17,18,1,1
27391,18,3,1,1
27391,19,0,1,1
27391,20,0,1,1
27692,2,0,1,1
27692,3,0,1,1
27692,4,0,1,1
27692,5,0,1,1
27692,6,0,1,1
27692,7,2,1,1
27692,8,5,1,1
27692,9,0,1,1
27692,10,0,1,1
27692,11,8,1,1
27692,12,0,1,1
27692,13,0,1,1
27692,14,0,1,1
27692,15,1,1,1
27692,16,17,1,1
27692,17,19,1,1
27692,18,1,1,1
27692,19,0,1,1
27692,20,0,1,1
27993,2,0,1,1
27993,3,0,1,1
27993,4,0,1,1
27993,5,0,1,1
27993,6,0,1,1
27993,7,2,1,1
27993,8,3,1,1
27993,9,1,1,1
27993,10,0,1,1
27993,11,19,1,1
27993,12,0,1,1
27993,13,0,1,1
27993,14,0,1,1
27993,15,0,1,1
27993,16,26,1,1
27993,17,9,1,1
27993,18,0,1,1
27993,19,0,1,1
27993,20,1,1,1
28294,2,0,1,1
28294,3,0,1,1
28294,4,0,1,1
28294,5,0,1,1
28294,6,0,1,1
28294,7,8,1,1
28294,8,5,1,1
28294,9,1,1,1
28294,10,0,1,1
28294,11,13,1,1
28294,12,0,1,1
28294,13,0,1,1
28294,14,0,1,1
28294,15,1,1,1
28294,16,22,1,1
28294,17,19,1,1
28294,18,6,1,1
28294,19,0,1,1
28294,20,1,1,1
28595,2,0,1,1
28595,3,0,1,1
28595,4,0,1,1
28595,5,0,1,1
28595,6,0,1,1
28595,7,4,1,1
28595,8,3,1,1
28595,9,1,1,1
28595,10,0,1,1
28595,11,10,1,1
28595,12,0,1,1
28595,13,0,1,1
28595,14,0,1,1
28595,15,1,1,1
28595,16,17,1,1
28595,17,20,1,1
28595,18,1,1,1
28595,19,0,1,1
28595,20,1,1,1
28896,2,0,1,1
28896,3,0,1,1
28896,4,0,1,1
28896,5,0,1,1
28896,6,0,1,1
28896,7,5,1,1
28896,8,3,1,1
28896,9,0,1,1
28896,10,0,1,1
28896,11,16,1,1
28896,12,0,1,1
28896,13,0,1,1
28896,14,0,1,1
28896,15,0,1,1
28896,16,21,1,1
28896,17,15,1,1
28896,18,2,1,1
28896,19,0,1,1
28896,20,0,1,1
29197,2,0,1,1
29197,3,0,1,1
29197,4,0,1,1
29197,5,0,1,1
29197,6,3,1,1
29197,7,11,1,1
29197,8,36,1,1
29197,9,5,1,1
29197,10,0,1,1
29197,11,17,1,1
29197,12,0,1,1
29197,13,0,1,1
29197,14,0,1,1
29197,15,0,1,1
29197,16,32,1,1
29197,17,12,1,1
29197,18,1,1,1
29197,19,0,1,1
29197,20,0,1,1
29498,2,0,1,1
29498,3,0,1,1
29498,4,0,1,1
29498,5,0,1,1
29498,6,1,1,1
29498,7,74,1,1
29498,8,81,1,1
29498,9,7,1,1
29498,10,0,1,1
29498,11,8,1,1
29498,12,0,1,1
29498,13,0,1,1
29498,14,0,1,1
29498,15,0,1,1
29498,16,75,1,1
29498,17,18,1,1
29498,18,1,1,1
29498,19,0,1,1
29498,20,0,1,1
29799,2,0,1,1
29799,3,0,1,1
29799,4,0,1,1
29799,5,0,1,1
29799,6,1,1,1
29799,7,72,1,1
29799,8,47,1,1
29799,9,2,1,1
29799,10,0,1,1
29799,11,15,1,1
29799,12,0,1,1
29799,13,0,1,1
29799,14,0,1,1
29799,15,0,1,1
29799,16,45,1,1
29799,17,19,1,1
29799,18,4,1,1
29799,19,0,1,1
29799,20,0,1,1
30100,2,0,1,1
30100,3,0,1,1
30100,4,0,1,1
30100,5,0,1,1
30100,6,0,1,1
30100,7,74,1,1
30100,8,62,1,1
30100,9,7,1,1
30100,10,0,1,1
30100,11,12,1,1
30100,12,0,1,1
30100,13,0,1,1
30100,14,0,1,1
30100,15,0,1,1
30100,16,56,1,1
30100,17,9,1,1
30100,18,6,1,1
30100,19,0,1,1
30100,20,0,1,1
30401,2,0,1,1
30401,3,0,1,1
30401,4,0,1,1
30401,5,0,1,1
30401,6,1,1,1
30401,7,78,1,1
30401,8,65,1,1
30401,9,9,1,1
30401,10,0,1,1
30401,11,8,1,1
30401,12,0,1,1
30401,13,0,1,1
30401,14,0,1,1
30401,15,2,1,1
30401,16,55,1,1
30401,17,18,1,1
30401,18,1,1,1
30401,19,0,1,1
30401,20,2,1,1
30702,2,0,1,1
30702,3,0,1,1
30702,4,0,1,1
30702,5,0,1,1
30702,6,0,1,1
30702,7,68,1,1
30702,8,54,1,1
30702,9,6,1,1
30702,10,0,1,1
30702,11,16,1,1
30702,12,0,1,1
30702,13,0,1,1
30702,14,0,1,1
30702,15,0,1,1
30702,16,50,1,1
30702,17,18,1,1
30702,18,2,1,1
30702,19,0,1,1
30702,20,0,1,1
31003,2,0,1,1
31003,3,0,1,1
31003,4,0,1,1
31003,5,0,1,1
31003,6,0,1,1
31003,7,68,1,1
31003,8,61,1,1
31003,9,3,1,1
31003,10,0,1,1
31003,11,17,1,1
31003,12,0,1,1
31003,13,0,1,1
31003,14,0,1,1
31003,15,0,1,1
31003,16,59,1,1
31003,17,9,1,1
31003,18,1,1,1
31003,19,0,1,1
31003,20,0,1,1
31304,2,0,1,1
31304,3,0,1,1
31304,4,0,1,1
31304,5,0,1,1
31304,6,0,1,1
31304,7,85,1,1
31304,8,64,1,1
31304,9,7,1,1
31304,10,0,1,1
31304,11,10,1,1
31304,12,0,1,1
31304,13,0,1,1
31304,14,0,1,1
31304,15,0,1,1
31304,16,58,1,1
31304,17,19,1,1
31304,18,0,1,1
31304,19,0,1,1
31304,20,0,1,1
31605,2,0,1,1
31605,3,0,1,1
31605,4,0,1,1
31605,5,0,1,1
31605,6,2,1,1
31605,7,71,1,1
31605,8,46,1,1
31605,9,8,1,1
31605,10,0,1,1
31605,11,17,1,1
31605,12,0,1,1
31605,13,0,1,1
31605,14,0,1,1
31605,15,0,1,1
31605,16,36,1,1
31605,17,20,1,1
31605,18,2,1,1
31605,19,0,1,1
31605,20,0,1,1
31906,2,0,1,1
31906,3,0,1,1
31906,4,0,1,1
31906,5,0,1,1
31906,6,2,1,1
31906,7,63,1,1
31906,8,41,1,1
31906,9,5,1,1
31906,10,0,1,1
31906,11,16,1,1
31906,12,0,1,1
31906,13,0,1,1
31906,14,0,1,1
31906,15,1,1,1
31906,16,34,1,1
31906,17,10,1,1
31906,18,4,1,1
31906,19,0,1,1
31906,20,1,1,1
32207,2,0,1,1
32207,3,0,1,1
32207,4,0,1,1
32207,5,0,1,1
32207,6,1,1,1
32207,7,36,1,1
32207,8,76,1,1
32207,9,7,1,1
32207,10,0,1,1
32207,11,9,1,1
32207,12,0,1,1
32207,13,0,1,1
32207,14,0,1,1
32207,15,0,1,1
32207,16,74,1,1
32207,17,18,1,1
32207,18,0,1,1
32207,19,0,1,1
32207,20,0,1,1
32508,2,0,1,1
32508,3,0,1,1
32508,4,0,1,1
32508,5,0,1,1
32508,6,1,1,1
32508,7,0,1,1
32508,8,52,1,1
32508,9,6,1,1
32508,10,0,1,1
32508,11,14,1,1
32508,12,0,1,1
32508,13,0,1,1
32508,14,0,1,1
32508,15,1,1,1
32508,16,44,1,1
32508,17,18,1,1
32508,18,4,1,1
32508,19,0,1,1
32508,20,0,1,1
32809,2,0,1,1
32809,3,0,1,1
32809,4,0,1,1
32809,5,0,1,1
32809,6,3,1,1
32809,7,0,1,1
32809,8,47,1,1
32809,9,6,1,1
32809,10,0,1,1
32809,11,16,1,1
32809,12,0,1,1
32809,13,0,1,1
32809,14,0,1,1
32809,15,0,1,1
32809,16,44,1,1
32809,17,9,1,1
32809,18,2,1,1
32809,19,0,1,1
32809,20,1,1,1
33110,2,0,1,1
33110,3,0,1,1
33110,4,0,1,1
33110,5,0,1,1
33110,6,0,1,1
33110,7,0,1,1
33110,8,71,1,1
33110,9,4,1,1
33110,10,0,1,1
33110,11,8,1,1
33110,12,0,1,1
33110,13,0,1,1
33110,14,0,1,1
33110,15,1,1,1
33110,16,66,1,1
33110,17,18,1,1
33110,18,1,1,1
33110,19,0,1,1
33110,20,0,1,1
33411,2,0,1,1
33411,3,0,1,1
33411,4,0,1,1
33411,5,0,1,1
33411,6,3,1,1
33411,7,0,1,1
33411,8,26,1,1
33411,9,8,1,1
33411,10,0,1,1
33411,11,14,1,1
33411,12,0,1,1
33411,13,0,1,1
33411,14,0,1,1
33411,15,1,1,1
33411,16,25,1,1
33411,17,11,1,1
33411,18,3,1,1
33411,19,0,1,1
33411,20,2,1,1
33712,2,0,1,1
33712,3,0,1,1
33712,4,0,1,1
33712,5,0,1,1
33712,6,0,1,1
33712,7,0,1,1
33712,8,0,1,1
33712,9,0,1,1
33712,10,0,1,1
33712,11,0,1,1
33712,12,0,1,1
33712,13,0,1,1
33712,14,0,1,1
33712,15,0,1,1
33712,16,0,1,1
33712,17,0,1,1
33712,18,3,1,1
33712,19,0,1,1
33712,20,0,1,1
